BusinessEntityID,PersonType,AddressID,AddressTypeID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode
17143,IN,26229,2,1002 N. Spoonwood Court,,Berkeley,9,94704
15807,IN,24883,2,1002 N. Spoonwood Court,,Hervey Bay,64,4655
10320,IN,19379,2,1003 Matterhorn Ct,,Lebanon,58,97355
6741,IN,15776,2,"1004, rue des Bouchers",,Paris,161,75019
10578,IN,19638,2,1005 Fremont Street,,Colma,9,94014
5033,IN,14068,2,1005 Matterhorn Ct.,,Cambridge,14,CB4 4BZ
12175,IN,21245,2,1005 Matterhorn Ct.,,Mill Valley,9,94941
16227,IN,25310,2,1005 Tanager Court,,Corvallis,58,97330
14019,IN,23089,2,1005 Tanager Court,,Milsons Point,50,2061
12637,IN,21707,2,1005 Valley Oak Plaza,,Langley,7,V3A 4R2
1722,IN,28674,2,1005 Valley Oak Plaza,,London,14,SW6 SBY
15341,IN,24412,2,"1005, rue des Bouchers",,Colombes,178,92700
10612,IN,19673,2,"1005, rue des Bouchers",,Saint-Denis,179,93400
10447,IN,19506,2,1006 Deercreek Ln,,Bellflower,9,90706
12024,IN,21094,2,1006 Deercreek Ln,,Torrance,9,90505
15356,IN,24427,2,1007 Cardinet Dr.,,El Cajon,9,92020
13889,IN,22959,2,1008 Lydia Lane,,Burbank,9,91502
15752,IN,24827,2,"1009, rue des Bouchers",,Colomiers,117,31770
2954,IN,11975,2,101 Adobe Dr,,Coffs Harbour,50,2450
4680,IN,13715,2,101 Adobe Dr,,Puyallup,79,98371
259,EM,215,2,101 Candy Rd.,,Redmond,79,98052
4634,IN,13669,2,"101, avenue de la Gare",,Peterborough,14,PB12
5052,IN,14087,2,"101, avenue de la Gare",,Roissy en Brie,163,77680
2812,IN,11832,2,"101, avenue des Champs-Elysées",,Colombes,178,92700
12607,IN,21677,2,"101, avenue Reille",,Versailles,164,78000
8402,IN,17455,2,"101, rue de Cambrai",,Roubaix,145,59100
16378,IN,25462,2,"101, rue de Terre Neuve",,Paris,161,75010
8505,IN,17558,2,"101, rue Léo Delibes",,Paris,161,75009
8892,IN,11383,5,1010 Maple,,Baltimore,32,21201
5562,IN,14597,2,"1010, avenue de l´ Union Centrale",,Saint Germain en Laye,164,78100
12504,IN,21574,2,"1010, impasse Notre-Dame",,Orleans,131,45000
12616,IN,21686,2,1011 Green St.,,Bellingham,79,98225
15302,IN,24373,2,1011 Yolanda Circle,,Berkeley,9,94704
12051,IN,21121,2,1011 Yolanda Circle,,N. Vancouver,7,V7L 4J4
15980,IN,25059,2,"1011, avenue Foch",,Pantin,179,93500
19135,IN,28226,2,1013 Buchanan Rd,,Port Macquarie,50,2444
19392,IN,28485,2,1013 Buchanan Rd,,Yakima,79,98901
16549,IN,25633,2,1013 Holiday Hills Dr.,,Bremerton,79,98312
17597,IN,26683,2,1013 Holiday Hills Dr.,,Gateshead,14,GA10
11246,IN,20313,2,1015 Lynwood Drive,,Metchosin,7,V9
2835,IN,11855,2,1016 Park Avenue,,Burbank,9,91502
6887,IN,15922,2,1019 Book Road,,Rhodes,50,2138
16445,IN,25529,2,1019 Buchanan Road,,Woodland Hills,9,91364
9862,IN,18917,2,1019 Candy Rd.,,Coffs Harbour,50,2450
12211,IN,21281,2,1019 Carletto Drive,,Berkeley,9,94704
3416,IN,12444,2,1019 Chance Drive,,Sedro Woolley,79,98284
18691,IN,27779,2,1019 Kenwal Rd.,,Lake Oswego,58,97034
19341,IN,28433,2,1019 Mt. Davidson Court,,Burien,79,98168
7991,IN,17038,2,1019 Mt. Davidson Court,,London,14,SW8 4BG
4319,IN,13354,2,1019 Pennsylvania Blvd,,Marysville,79,98270
18459,IN,27547,2,102 Vista Place,,Milton Keynes,14,MK8 8DF
5980,IN,15015,2,102 Vista Place,,Santa Monica,9,90401
2436,IN,11456,2,"102, rue de Berri",,Les Ulis,177,91940
3332,IN,12359,2,1020 Book Road,,Bremerton,79,98312
16365,IN,25449,2,1020 Carletto Drive,,Matraville,50,2036
18595,IN,27683,2,1020 Carletto Drive,,Santa Cruz,9,95062
10033,IN,19089,2,"1020, quai de Grenelle",,Croix,145,59170
6432,IN,15467,2,"1020, quai de Grenelle",,Versailles,164,78000
278,SP,33,2,10203 Acorn Avenue,,Calgary,1,T2P 2G8
2686,IN,11706,2,1023 Hawkins Street,,Lebanon,58,97355
18062,IN,27149,2,1023 Hawkins Street,,Townsville,64,4810
17872,IN,26959,2,1023 Riveria Way,,Burbank,9,91502
3124,IN,12148,2,1023 Riviera Way,,Oxford,14,OX1
12944,IN,22014,2,1024 Walnut Blvd.,,Colma,9,94014
20398,IN,29504,2,1025 Holly Oak Drive,,Leeds,14,LE18
19995,IN,29096,2,1025 R St.,,Kirkland,79,98033
3757,IN,12787,2,1025 Yosemite Dr.,,Oregon City,58,97045
15530,IN,24604,2,1025 Yosemite Dr.,,Townsville,64,4810
18787,IN,27875,2,"10257, avenue de l´Europe",,Saint-Denis,179,93400
12737,IN,21807,2,1026 Mt. Wilson Pl.,,Lynnwood,79,98036
15095,IN,24165,2,1026 Mt. Wilson Pl.,,South Melbourne,77,3205
11340,IN,20407,2,1028 Green View Court,,Chula Vista,9,91910
9276,IN,18329,2,1028 Green View Court,,Oregon City,58,97045
17719,IN,26805,2,1028 Indigo Ct.,,Issaquah,79,98027
10430,IN,19489,2,1028 Indigo Ct.,,Warrnambool,77,3280
15240,IN,24310,2,1028 Royal Oak Rd.,,Burlingame,9,94010
18750,IN,27838,2,1029 Birchwood Dr,,Burien,79,98168
5816,IN,14851,2,1029 Birchwood Dr,,Olympia,79,98501
1743,IN,19207,2,"103, avenue des Champs-Elysées",,Paris La Defense,178,92081
8931,IN,17984,2,"103, rue de Fontfroide",,Lille,145,59000
8897,IN,17950,2,1030 Ambush Dr.,,Bury,14,PE17
2836,IN,11856,2,1032 Buena Vista,,North Ryde,50,2113
9763,IN,18817,2,1032 Coats Road,,Stoke-on-Trent,14,AS23
7916,IN,16962,2,1032 Cowell Road,,Colombes,178,92700
14460,IN,23530,2,1035 Arguello Blvd.,,San Diego,9,92102
20144,IN,29248,2,"1035, boulevard du Montparnasse",,Paris,161,75002
8332,IN,17385,2,1036 Mason Dr,,Port Orchard,79,98366
10329,IN,19388,2,1037 Hayes Court,,Stoke-on-Trent,14,AS23
16807,IN,25893,2,1039 Adelaide St.,,Port Macquarie,50,2444
13628,IN,22698,2,1039 Adelaide St.,,West Covina,9,91791
19642,IN,28740,2,"1039, rue Mazagran",,Drancy,179,93700
15777,IN,24852,2,104 Hilltop Dr.,,Concord,9,94519
17070,IN,26156,2,104 Hilltop Dr.,,Springwood,50,2777
12234,IN,21304,2,104 Kaski Ln.,,Portland,58,97205
12153,IN,21223,2,1040 Greenbush Drive,,Newton,7,V2L3W8
18147,IN,27234,2,1040 Greenbush Drive,,Silverwater,50,2264
11144,IN,20210,2,1040 Northridge Road,,London,14,W1X3SE
15754,IN,24829,2,1040 Northridge Road,,Woodland Hills,9,91364
14937,IN,24007,2,1042 Hooftrail Way,,Newcastle,50,2300
11025,IN,20090,2,1044 San Carlos,,Cincinnati,55,45202
10071,IN,19128,2,1045 Lolita Drive,,Torrance,9,90505
18710,IN,27798,2,1045 Lolita Drive,,Townsville,64,4810
12526,IN,21596,2,1046 Cloverleaf Circle,,Shawnee,7,V8Z 4N5
6619,IN,15654,2,1046 San Carlos Avenue,,Colma,9,94014
19903,IN,29004,2,1047 Las Quebradas Lane,,North Sydney,50,2055
6523,IN,15558,2,1047 Las Quebradas Lane,,Oak Bay,7,V8P
15941,IN,25019,2,1048 Burwood Way,,Haney,7,V2W 1W2
8515,IN,17568,2,1048 Burwood Way,,Hervey Bay,64,4655
11840,IN,20910,2,1048 Las Quebradas Lane,,Walla Walla,79,99362
15359,IN,24431,2,1048 Las Quebradas Lane,,Wollongong,50,2500
16781,IN,25867,2,105 Clark Creek Lane,,Port Macquarie,50,2444
3621,IN,12650,2,105 Woodruff Ln.,,Bellingham,79,98225
15092,IN,24162,2,105 Woodruff Ln.,,Oakland,9,94611
4848,IN,13883,2,1050 Creed Ave,,Lebanon,58,97355
16731,IN,25816,2,1050 Creed Ave,,London,14,W10 6BL
17855,IN,26942,2,1050 Greenhills Circle,,Lane Cove,50,1597
7798,IN,16841,2,1050 Greenhills Circle,,Langley,7,V3A 4R2
17902,IN,26989,2,1052 Stanford Street,,El Cajon,9,92020
10915,IN,19979,2,1053 Rain Drop Circle,,Warrnambool,77,3280
6425,IN,15460,2,1054 Vine Circle,,Burbank,9,91502
10953,IN,20017,2,1054 Vloching Circle,,York,14,Y024 1GF
18564,IN,27652,2,1055 Horseshoe Road,,London,14,SW1P 2NU
10686,IN,19747,2,"1055, rue Basse-du-Rocher",,Paris,161,75009
2768,IN,11788,2,"10570, rue Lamarck",,Saint Germain en Laye,164,78100
12217,IN,21287,2,"10571, rue de Varenne",,Lieusaint,163,77127
20022,IN,29123,2,1058 Kirker Pass Road,,Bendigo,77,3550
10974,IN,20038,2,1058 Kirker Pass Road,,Westminster,7,V3L 1H4
17775,IN,26861,2,1058 Miwok Way,,Bellingham,79,98225
12475,IN,21545,2,1058 Park Blvd.,,Woodburn,58,97071
4307,IN,13342,2,1059 Delta Fair Blvd.,,Port Hammond,7,V6B 3P7
20281,IN,29387,2,1059 Kirkwood Ct,,W. York,14,BD1 4SJ
7435,IN,16475,2,1059 Stonewood Ct,,Glendale,9,91203
19914,IN,29015,2,1060 Mcelroy Court,,Burbank,9,91502
15424,IN,24496,2,1060 Mcelroy Court,,South Melbourne,77,3205
19203,IN,28294,2,1061 Buskrik Avenue,,Coronado,9,92118
204,EM,147,2,1061 Buskrik Avenue,,Edmonds,79,98020
6719,IN,15754,2,1061 Carzino Ct,,Bracknell,14,RG12 8TB
7361,IN,16399,2,1061 Carzino Ct,,Kirkby,14,KB9
13101,IN,22171,2,1061 Delta Fair Blvd.,,Bremerton,79,98312
19744,IN,28845,2,1061 Delta Fair Blvd.,,Milwaukie,58,97222
18399,IN,27487,2,1063 Pinehurst Court,,Lakewood,9,90712
14666,IN,23736,2,1063 Pinehurst Court,,Oxford,14,OX1
9171,IN,18224,2,1064 Almond Drive,,Warrington,14,WA3 7BH
14005,IN,23075,2,1064 Armstrong Rd.,,Langley,7,V3A 4R2
12448,IN,21518,2,1064 Armstrong Rd.,,South Melbourne,77,3205
17670,IN,26756,2,1064 Diver Way,,Spring Valley,9,91977
18979,IN,28070,2,1064 Slavio,,Lebanon,58,97355
78,EM,110,2,1064 Slow Creek Road,,Seattle,79,98104
13490,IN,22560,2,1064 William Way,,Darlinghurst,50,2010
2688,IN,11708,2,1064 William Way,,Woodland Hills,9,91364
5507,IN,14542,2,1065 Almond St.,,Maidenhead,14,SL67RJ
13961,IN,23031,2,1065 Almond St.,,Santa Cruz,9,95062
12760,IN,21830,2,1065 Coachman Pl.,,Burien,79,98168
12814,IN,21884,2,1065 Coachman Pl.,,Wollongong,50,2500
15245,IN,24315,2,1068 N Sweetbriar Court,,La Jolla,9,92806
13153,IN,22223,2,1069 Ahwanee Lane,,Daly City,9,94015
10386,IN,19445,2,1069 Ahwanee Lane,,North Ryde,50,2113
18298,IN,27386,2,1069 Bynum Way,,Puyallup,79,98371
14533,IN,23603,2,1069 Central Blvd.,,Hobart,71,7001
19921,IN,29022,2,"1069, boulevard du Montparnasse",,Paris,161,75002
17114,IN,26200,2,107 Woodside Court,,Glendale,9,91203
14166,IN,23236,2,"107, rue des Bouchers",,Chatou,164,78400
18207,IN,27294,2,1071 Stanz Grace St.,,Chula Vista,9,91910
20387,IN,29493,2,1073 Bonnie Lane,,Port Macquarie,50,2444
9642,IN,18696,2,1074 Lori Drive,,Lake Oswego,58,97034
19720,IN,28820,2,1075 San Miguel Circle,,Oxford,14,OX1
7677,IN,16720,2,1077 Laurel Drive,,Bellingham,79,98225
6099,IN,15134,2,1077 Laurel Drive,,Long Beach,9,90802
18646,IN,27734,2,1077 Pheasant Drive,,Downey,9,90241
8128,IN,17178,2,1077 Willow Court,,Burbank,9,91502
10333,IN,19392,2,1077 Willow Court,,Imperial Beach,9,91932
17101,IN,26187,2,1078 Aloe Vera Road,,Beaverton,58,97005
255,EM,32508,2,108 Lakeside Court,,Bellevue,79,98004
4578,IN,13613,2,108 Lakeside Court,,Corvallis,58,97330
4427,IN,13462,2,1080 Crestwood Circle,,Metchosin,7,V9
12355,IN,21425,2,1080 Crestwood Circle,,Rockhampton,64,4700
12570,IN,21640,2,"1080, quai de Grenelle",,Saint Ouen,103,17490
16786,IN,25872,2,1082 Crivello Avenue,,Cranbourne,77,3977
6137,IN,15172,2,1082 Crivello Avenue,,Glendale,9,91203
6892,IN,15927,2,1082 Selena Court,,Reading,14,RG7 5H7
5540,IN,14575,2,1082 Selena Court,,Runcorn,14,TY31
6002,IN,15037,2,1083 W. Hook Road,,Los Angeles,9,90012
14929,IN,23999,2,1083 W. Hookston Road,,Chantilly,75,20151
15258,IN,24329,2,1084 Meadow Glen Way,,Chula Vista,9,91910
2572,IN,11592,2,1084 Meadow Glen Way,,Oxford,14,OX14 4SE
13489,IN,22559,2,1085 Ash Lane,,London,14,W1N 9FA
16250,IN,25334,2,1085 Ash Lane,,Spokane,79,99202
4935,IN,13970,2,1085 Greenbelt Way,Unit B-105,Los Angeles,9,90012
4824,IN,13859,2,1086 Ash Lane,,National City,9,91950
19927,IN,29028,2,1086 Clayton Road,,Berks,14,SL4 1RH
16828,IN,25914,2,1086 Clayton Road,,Portland,58,97205
10601,IN,19662,2,1086 Rose Dr.,,Olympia,79,98501
10510,IN,19570,2,1087 Knollview Court,,Novato,9,94947
16189,IN,25271,2,1087 Park Tree Ct.,,Goulburn,50,2580
6544,IN,15579,2,1088 Ash Lane,,Bury,14,PE17
16579,IN,25663,2,1088 Ash Lane,,Hawthorne,64,4171
7304,IN,16342,2,109 Clay Road,,Hervey Bay,64,4655
11842,IN,20912,2,109 Clayton Road,,London,14,W1N 9FA
2415,IN,11435,2,"109, avenue des Ternes",,Les Ulis,177,91940
15337,IN,24408,2,1090 El Dorado Way,,Vancouver,7,V7L 4J4
20578,IN,29684,2,"1090, quai de Grenelle",,Paris,161,75012
15702,IN,24777,2,1091 Bloching Circle,,Lemon Grove,9,91945
20736,IN,29842,2,1092 Boxer Blvd,,Port Hammond,7,V6B 3P7
17922,IN,27009,2,1092 Pinole Valley Rd.,,Oakland,9,94611
11049,IN,20114,2,1093 Gatter Court,,San Gabriel,9,91776
13075,IN,22145,2,1093 Via Romero,,San Diego,9,92102
16481,IN,25565,2,1094 Loveridge Circle,,Beaverton,58,97005
6453,IN,15488,2,1094 Loveridge Circle,,Oregon City,58,97045
12353,IN,21423,2,1095 Collins Drive,,Runcorn,14,TY31
14980,IN,24050,2,1095 Collins Drive,,Seaford,77,3198
6280,IN,15315,2,1097 Kulani Lane,,Kirkland,79,98033
14388,IN,23458,2,1097 Kulani Lane,,London,14,SW19 3RU
18133,IN,27220,2,1098 Lawton Street,,Peterborough,14,PB12
8086,IN,17135,2,1098 Lawton Street,,Spokane,79,99202
17812,IN,26898,2,1099 C Street,,Langley,7,V3A 4R2
15971,IN,25050,2,1099 C Street,,London,14,SW1P 2NU
11490,IN,20557,2,1099 Catalpa Court,,Redmond,79,98052
4140,IN,13175,2,"10bis, rue des Peupliers",,Les Ulis,177,91940
16690,IN,25774,2,11 Sunrise Drive,,Darlinghurst,50,2010
16947,IN,26033,2,11 Sunrise Drive,,Mill Valley,9,94941
17121,IN,26207,2,"11, allée des Princes",,Colombes,178,92700
19648,IN,28746,2,"11, avenue de la Gare",,Lieusaint,163,77127
20404,IN,29510,2,"11, avenue de la Gare",,Saint Ouen,103,17490
15375,IN,24447,2,"11, avenue du Port",,Paris,161,75016
16134,IN,25215,2,"11, avenue du Président-Kennedy",,Bobigny,179,93000
13957,IN,23027,2,"11, avenue du Président-Kennedy",,Morangis,177,91420
6374,IN,15409,2,"11, avenue du Président-Kennedy",,Paris,161,75007
16273,IN,25357,2,"11, avenue du Président-Kennedy",,Paris La Defense,178,92081
16248,IN,25332,2,"11, avenue du Président-Kennedy",,Roubaix,145,59100
17921,IN,27008,2,"11, avenue du Président-Kennedy",,Saint-Denis,179,93400
17372,IN,26458,2,"11, avenue du Président-Kennedy",,Verrieres Le Buisson,177,91370
19898,IN,28999,2,"11, boulevard Tremblay",,Saint Germain en Laye,164,78100
14532,IN,23602,2,"11, place de la République",,Paris,161,75016
8970,IN,18023,2,"11, quai de l´ Iton",,Bobigny,179,93000
15411,IN,24483,2,"11, quai de l´ Iton",,Chatou,164,78400
6481,IN,15516,2,"11, quai de l´ Iton",,Courbevoie,178,92400
17933,IN,27020,2,"11, quai de l´ Iton",,Lille,145,59000
1774,IN,20822,2,"11, quai de l´ Iton",,Pantin,179,93500
15905,IN,24982,2,"11, quai de l´ Iton",,Paris,161,75002
7466,IN,16506,2,"11, quai de l´ Iton",,Paris,161,75005
9054,IN,18107,2,"11, quai de l´ Iton",,Roissy en Brie,163,77680
20616,IN,29722,2,"11, quai de l´ Iton",,Saint Ouen,103,17490
19225,IN,28316,2,"11, rue de Cambrai",,Boulogne-Billancourt,178,92100
20140,IN,29244,2,"11, rue de Cambrai",,Orly,180,94310
19699,IN,28799,2,"11, rue de Cambrai",,Paris,161,75019
7606,IN,16649,2,"11, rue de la Cavalerie",,Esher-Molesey,14,EM15
20513,IN,29619,2,"11, rue de l'Espace De Schengen",,Boulogne-Billancourt,178,92100
14204,IN,23274,2,"11, rue de l'Espace De Schengen",,Paris,161,75007
20170,IN,29275,2,"11, rue de l'Espace De Schengen",,Roncq,145,59223
20246,IN,29352,2,"11, rue de l'Espace De Schengen",,Saint Ouen,166,80610
20477,IN,29583,2,"11, rue de l'Espace De Schengen",,Verrieres Le Buisson,177,91370
16957,IN,26043,2,"11, rue de Maubeuge",,Metz,143,57000
9752,IN,18806,2,"11, rue de Maubeuge",,Saint Germain en Laye,164,78100
11275,IN,20342,2,"11, rue de Terre Neuve",,Lieusaint,163,77127
11332,IN,20399,2,"11, rue de Terre Neuve",,Villeneuve-d'Ascq,145,59491
4614,IN,13649,2,"11, rue Descartes",,Saint-Denis,179,93400
4046,IN,13080,2,"11, rue Descartes",,Versailles,164,78000
16460,IN,25544,2,"11, rue du Départ",,Sèvres,178,92310
20163,IN,29268,2,"11, rue du Puits Dixme",,Colombes,178,92700
18893,IN,27982,2,"11, rue du Puits Dixme",,Courbevoie,178,92400
13365,IN,22435,2,"11, rue du Puits Dixme",,Drancy,179,93700
6413,IN,15448,2,"11, rue du Puits Dixme",,Orleans,131,45000
19850,IN,28951,2,"11, rue du Puits Dixme",,Orly,180,94310
19832,IN,28933,2,"11, rue du Puits Dixme",,Paris,161,75007
19987,IN,29088,2,"11, rue du Puits Dixme",,Paris,161,75013
2646,IN,11666,2,"11, rue Henri Gagnon",,Roissy en Brie,163,77680
14373,IN,23443,2,"11, rue Philibert-Delorme",,Metz,143,57000
15696,IN,24771,2,"11, rue Saint Denis",,Drancy,179,93700
18469,IN,27557,2,"11, rue Saint Denis",,Saint Germain en Laye,164,78100
7840,IN,16884,2,"11, rue Villedo",,Paris,161,75009
14621,IN,23691,2,110 E. Watson Court,,Hervey Bay,64,4655
12670,IN,21740,2,110 E. Watson Court,,Sooke,7,V0
9607,IN,18660,2,110 Katherine Drive,,Brisbane,64,4000
5874,IN,14909,2,"110, boulevard Beau Marchais",,Gateshead,14,GA10
19930,IN,29031,2,1101 C Street,,Daly City,9,94015
5324,IN,14359,2,"1101, rue Lauriston",,Lynnwood,79,98036
4619,IN,13654,2,"1101, rue Lauriston",,Sèvres,178,92310
17643,IN,26729,2,1102 Geary Ct,,Lancaster,14,LA1 1LN
17727,IN,26813,2,1102 Ravenwood,,North Ryde,50,2113
66,EM,113,2,1102 Ravenwood,,Seattle,79,98104
19150,IN,28241,2,1102 Ravenwood,,W. Linn,58,97068
7526,IN,16567,2,"1102, rue Maillard",,Sèvres,178,92310
5554,IN,14589,2,"1102, rue Maillard",,Versailles,164,78000
2804,IN,11824,2,"1103, rue Lamarck",,Paris,161,75019
18543,IN,27631,2,1104 Colton Ln,,Burien,79,98168
7984,IN,17031,2,1104 Colton Ln,,Corvallis,58,97330
6572,IN,15607,2,1104 O St.,,Coronado,9,92118
17953,IN,27040,2,1105 Meadowbrook Drive,,Colma,9,94014
17619,IN,26705,2,1105 Meadowbrook Drive,,Olympia,79,98501
2887,IN,11907,2,1105 N. 48th St,,London,14,E17 6JF
8483,IN,17536,2,1105 N. 48th St,,Newton,7,V2M1N7
11888,IN,20958,2,1105 O St.,,Shawnee,7,V8Z 4N5
5734,IN,14769,2,1106 Pine Creek Way,,Bracknell,14,RG12 8TB
18148,IN,27235,2,1106 Pine Creek Way,,Lincoln Acres,9,91950
19220,IN,28311,2,1107 La Corte Bonita,,Cliffside,7,V8Y 1L1
9409,IN,18462,2,1108 Cactus Court,,Hervey Bay,64,4655
2715,IN,11735,2,"111, boulevard du Montparnasse",,Colombes,178,92700
16480,IN,25564,2,"111, quai Paul Doumer",,Roubaix,145,59100
8866,IN,17919,2,"111, rue des Pyrenees",,Roubaix,145,59100
4191,IN,13226,2,"111, rue Maillard",,Versailles,164,78000
6158,IN,15193,2,"111, rue Marbeuf",,Colomiers,117,31770
20237,IN,29343,2,1111 Bayview Cr,,High Wycombe,14,HP10 9QY
2976,IN,11998,2,1111 Bayview Cr,,Palo Alto,9,94303
5145,IN,14180,2,"1111, rue de Longchamp",,Colomiers,117,31770
8258,IN,17310,2,"1111, rue Ste-Honoré",,Roncq,145,59223
13705,IN,22775,2,1112 Roehlidge Lane,,Sedro Woolley,79,98284
10739,IN,19801,2,"1112, rue des Grands Champs",,Saint Germain en Laye,164,78100
3271,IN,12297,2,1113 Catherine Way,,Newport Beach,9,92625
8212,IN,17263,2,1113 Ready Road,,Lake Oswego,58,97034
14648,IN,23718,2,1113 Ready Road,,Oxford,14,OX14 4SE
